pgc,method,ra_deg,dec_deg,modulus,sigma_mag,distance_mpc,minus_1sigma_mpc,plus_1sigma_mpc,linear_sigma_mpc
2807114,TRGB,56.2362,72.0644,27.38,0.09,2.992264636608188,0.12148405458349831,0.12662494748574726,0.12401899103785066
2807133,TRGB,150.0534,63.1842,27.78,0.11,3.5974933515574254,0.17769892642033414,0.1869324956135081,0.18223776039570896
2807150,TRGB,208.6396,4.2444,27.03,0.26,2.5468302525850426,0.2873944823640655,0.3239503294396515,0.30494325544740614
2807155,TRGB,351.6322,50.6757,24.53,0.09,0.805378441199067,0.032697856103364176,0.03408154532033081,0.03338014307262756
2807157,TRGB,356.3918,38.7177,27.01,0.09,2.5234807724805766,0.10245172574439643,0.10678721941480696,0.10458952576507574
2815820,TRGB,197.809,-38.9061,27.28,0.07,2.8575905433749482,0.09064889796343545,0.09361868329143963,0.09211783541878277
2815822,TRGB,200.5527,-42.7287,27.88,0.04,3.7670379898390873,0.06875619203642547,0.07003446508369704,0.06939140416116592
2815823,TRGB,205.4088,-42.582,27.87,0.25,3.7497300224548367,0.40777962219369224,0.4575362613896061,0.4317036226228368
2832120,TRGB,190.8526,32.4823,29.35,0.09,7.413102413009181,0.3009672764758857,0.3137034379478463,0.3072473839625964
3097113,TRGB,207.8286,-46.9735,28.74,0.12,5.597576014951097,0.30094157603452487,0.3180403268036409,0.3093334821342579
3097691,TRGB,6.5451,-11.0479,24.43,0.1,0.7691304402866095,0.03461657212949509,0.0362480009124575,0.03541976572743789
3097708,TRGB,189.3995,-8.8671,29.9,0.1,9.549925860214355,0.429817466655269,0.45007413978564514,0.43979033849855825
3097727,TRGB,5.9655,-24.705,28.11,0.04,4.187935651179182,0.07643844013395906,0.0778595368367414,0.07714462560658798
3097827,TRGB,146.1963,67.4386,27.82,0.05,3.664375746478333,0.08341137545197341,0.08535427597650358,0.08437536968969939
3097828,TRGB,146.2917,68.765,27.84,0.05,3.698281797802662,0.0841831714065302,0.08614404936827169,0.08515608537311631
3994669,TRGB,191.8908,-77.5826,27.65,0.17,3.388441561392023,0.25515583707644174,0.2759341850863102,0.26527395094325323
4074723,TRGB,190.1247,47.3678,29.36,0.13,7.447319739059888,0.43276675486017435,0.45946654093835715,0.44585027276190975
4078612,TRGB,79.3399,-32.7596,29.8,0.09,9.120108393559102,0.37027064128473874,0.38593954300371536,0.37799686140298305
4078671,TRGB,149.1567,-9.4863,29.81,0.11,9.162204901219992,0.4525690016591888,0.4760853350197056,0.46412864133913506
4087020,TRGB,132.8005,27.88,29.59,0.04,8.27942163712334,0.15111647548234508,0.1539259405194109,0.1525125827220205
4231240,TRGB,154.3603,29.3697,30.09,0.26,10.423174293933041,1.1761925545508234,1.3258012554622614,1.2480127790462259
4320422,TRGB,184.5461,46.9169,29.54,0.09,8.09095899178382,0.3284878254969046,0.34238858585893084,0.33534218812513605
4343356,TRGB,192.4035,21.9182,29.01,0.1,6.338697112569274,0.2852883650301372,0.2987335914498237,0.29190778960812824
4608690,TRGB,9.2791,44.3222,24.66,0.35,0.8550667128846834,0.12728690834785972,0.14954907739371248,0.13782047066225842
4614882,TRGB,207.1396,-37.9681,28.71,0.07,5.520774392807576,0.17513079883785831,0.18086832999990232,0.1779687394612677
4689184,TRGB,268.2016,70.1373,29.0,0.11,6.309573444801933,0.3116626822468378,0.3278572592171525,0.3196232546573445
4689187,TRGB,207.0384,-47.565,27.77,0.05,3.5809643710263597,0.08151270074278827,0.08341137545197341,0.08245475179268097
4689195,TRGB,152.0249,68.3993,27.82,0.02,3.664375746478333,0.0335951987773182,0.03390605132432878,0.03375014787587976
4689210,TRGB,161.7216,12.7444,29.91,0.23,9.594006315159332,0.9642208374896306,1.0719548971432467,1.0161867324753242
4689216,TRGB,155.355,71.1162,27.94,0.04,3.8725764492161745,0.07068248601055904,0.07199657153661043,0.07133549442755982
4689222,TRGB,13.2209,43.1958,24.3,0.13,0.7244359600749903,0.042097265933320194,0.04469448021161915,0.043369961504935065
5056918,TRGB,0.5604,45.0889,25.53,0.05,1.2764388088113445,0.02905529456840128,0.02973207932049804,0.02939108973288079
5056920,TRGB,1.8779,35.1323,24.61,0.65,0.8356030182312478,0.21616194315446613,0.29159443794426154,0.25012611694721343
5056921,TRGB,16.6404,44.8044,24.29,0.15,0.7211074791828993,0.048130822898581394,0.051573105912802175,0.04981233996039174
5056922,TRGB,12.8958,29.6969,24.68,0.27,0.8629785477669701,0.10089953774155802,0.1142586731888402,0.10730240314174128
5056931,TRGB,143.5154,70.2159,27.35,0.38,2.951209226666388,0.4737871690330997,0.5643951786165937,0.5164511882437668
5056932,TRGB,144.816,71.3117,27.76,0.27,3.5645113342624444,0.41676302016112565,0.47194259541360717,0.4432098957523752
5056933,TRGB,146.0939,69.2111,27.87,0.27,3.7497300224548367,0.4384188076289237,0.49646561700829306,0.4662399124326638
5056934,TRGB,148.8064,70.408,27.64,0.33,3.37287308658869,0.47552949888736373,0.5535762674073066,0.5125776011228356
5056936,TRGB,149.8881,68.6569,28.1,0.15,4.168693834703357,0.27824238476054663,0.2981420868062745,0.2879631684313241
5056937,TRGB,151.6926,67.2011,27.74,0.13,3.5318316979195674,0.20523616497952313,0.21789832453526348,0.2114409184834296
5056938,TRGB,153.7325,68.7576,27.87,0.19,3.7497300224548367,0.31415054345609095,0.3428765748452758,0.32809475319335596
5056941,TRGB,157.1655,70.2336,27.87,0.06,3.7497300224548367,0.10219055319875459,0.1050535542028812,0.10360886942948083
5056942,TRGB,160.32,70.151,27.79,0.15,3.6140986263961317,0.24122553980744188,0.2584778228200362,0.2496530886524997
5056943,TRGB,141.6162,70.5066,27.61,0.14,3.3265955329400443,0.20770594884610905,0.22153835939571076,0.21447353996791324
5056944,TRGB,146.1433,71.4827,27.65,0.06,3.388441561392023,0.09234443961744532,0.09493158896809062,0.0936261003329129
5056947,TRGB,153.7788,69.0375,28.0,0.39,3.9810717055349722,0.654476172594928,0.7832381625191869,0.7150069963378063
5056993,TRGB,190.9819,41.4568,28.36,0.11,4.698941086052153,0.2321051645425216,0.24416578381619747,0.23803365734722068
5057032,TRGB,198.8337,47.5436,28.13,0.13,4.226686142656027,0.24561443712105513,0.26076775667528995,0.25303991712595114
5057055,TRGB,25.2828,27.3225,28.87,0.04,5.942921586155729,0.10847054341827711,0.11048716138340708,0.10947266122491771
5057226,TRGB,22.3408,38.7189,24.56,0.15,0.8165823713585919,0.05450336133317979,0.05840140386884307,0.05640751186476065
5057227,TRGB,19.6249,46.3661,24.51,0.28,0.7979946872679772,0.09653938884800584,0.10982584291020969,0.10289723758673464
5057228,TRGB,7.537,46.8519,24.48,0.45,0.7870457896950988,0.14731095421245033,0.1812320665661502,0.16310159125700951
5057229,TRGB,5.94,47.9161,24.55,0.59,0.8128305161640995,0.19338944108731781,0.25376560506615864,0.2208501486987131
5057231,TRGB,358.6988,42.4708,24.52,0.29,0.801678063387679,0.10022276496770766,0.11454242673432025,0.10706405357193471
5057232,TRGB,21.9166,28.0903,24.94,0.74,0.9727472237769657,0.28091625285802824,0.3949816018188832,0.3314953219945873
5057800,TRGB,162.4697,12.5369,30.0,0.11,10.0,0.4939520634371828,0.5196187382322233,0.5065687204586901
5059815,TRGB,1.643,15.5108,28.92,0.06,6.081350012787184,0.16573367103243708,0.17037691496967433,0.16803391061667503
5060050,TRGB,114.0429,9.9864,29.39,0.11,7.550922276654341,0.3729793639407202,0.39236007058847466,0.3825061035967809
5060076,TRGB,117.5904,7.7944,29.86,0.04,9.3756200692588,0.17112435172708373,0.17430579095555565,0.17270530407240892
5060430,TRGB,359.7317,30.7556,24.52,0.41,0.801678063387679,0.13793499298577028,0.16659979287356996,0.15136642056721805
5060431,TRGB,298.0491,14.4733,29.57,0.14,8.203515443298183,0.5122110404320894,0.5463223089761797,0.5289001863567755
5065056,TRGB,9.1448,49.6468,24.11,0.16,0.6637430704019087,0.047148068540426746,0.05075325567360445,0.04890639678353704
5065677,TRGB,344.5679,41.2911,24.56,0.11,0.8165823713585919,0.040335254729900405,0.0424311501468031,0.041365508700824484
5065678,TRGB,8.9974,51.5597,24.55,0.09,0.8128305161640995,0.0330004056408405,0.03439689797649714,0.033689005733702
5067061,TRGB,45.3483,40.9883,24.52,0.17,0.801678063387679,0.06036782208676217,0.06528381237053815,0.06276168657665139
5067080,TRGB,344.8977,16.7678,29.46,0.19,7.798301105232589,0.6533378444774582,0.7130792767911824,0.682337571272327
5067392,TRGB,211.7074,53.7413,29.04,0.09,6.426877173170194,0.2609271545553753,0.271968920995068,0.2663717683220172
5072213,TRGB,202.559,-41.8918,27.69,0.1,3.4514373933585647,0.1553402715839871,0.1626612330375723,0.15894456582699318
5072214,TRGB,202.4889,-41.8729,27.84,0.19,3.698281797802662,0.30984023641063896,0.3381721318733897,0.32359312441784194
5072710,TRGB,3.6918,10.8131,28.59,0.1,5.223961889991197,0.23511701539107843,0.24619773894852148,0.24057233548525467
5072711,TRGB,19.7988,11.1216,29.68,0.11,8.629785477669701,0.4262700343715178,0.448419824112154,0.4371579387256126
5072714,TRGB,44.7343,13.63,29.42,0.24,7.655966069112569,0.8010838045859439,0.8947010597342651,0.8461686404739275
5098252,TRGB,147.2337,-25.99,25.72,0.1,1.3931568029453023,0.06270238496721281,0.06565745733004635,0.06415724173330194
5509262,TRGB,202.5896,-42.1925,27.74,0.09,3.5318316979195674,0.1433901365275445,0.14945803850574357,0.14638217433468204
5509263,TRGB,200.7595,-41.7861,27.94,0.12,3.8725764492161745,0.20820070273784141,0.22003014808393795,0.21400648328267943
5509264,TRGB,199.9683,-41.9936,27.87,0.11,3.7497300224548367,0.1852186881923923,0.19484299829794827,0.1899495939540482
5509265,TRGB,201.49,-41.0942,27.71,0.18,3.483373150360119,0.27710382585465165,0.3010526968108147,0.28874747121677696
5509266,TRGB,201.6197,-43.5567,27.76,0.09,3.5645113342624444,0.14471690912535307,0.15084095670928344,0.14773663191745837
5808772,TRGB,162.4809,23.0683,30.07,0.2,10.327614057613975,0.9087180923855573,0.9963895747415918,0.9512084070103075
5808780,TRGB,187.6416,23.2056,29.14,0.09,6.729766562843179,0.2732242724966216,0.284786421356535,0.27892548300478465
5809449,TRGB,188.0428,20.4233,30.13,0.2,10.616955571987242,0.9341770093747517,1.0243047221176607,0.977857745321516
6726347,TRGB,178.0233,54.7923,28.82,0.08,5.807644175213121,0.21006816026201403,0.2179516855304522,0.21396151845215095
6740710,TRGB,13.7543,-23.1691,27.75,0.09,3.548133892335755,0.14405199532574597,0.15014790546690682,0.1470578437519065
9000000,TRGB,199.5453,-44.1572,27.83,0.1,3.681289736425311,0.16568533114233475,0.17349384023240688,0.16952965740169804
