pgc,method,ra_deg,dec_deg,modulus,sigma_mag,distance_mpc,minus_1sigma_mpc,plus_1sigma_mpc,linear_sigma_mpc
30997,TRGB,157.645,70.6214,27.92,0.02,3.83707245492279,0.03517849171717469,0.035503994293384356,0.03534074334177314
31286,TRGB,158.6273,66.0094,27.55,0.14,3.2359365692962836,0.20204538510201298,0.2155008240622811,0.20862854057740568
31533,SBF,159.3147,-41.6275,32.784,0.49,36.04126286491434,7.280526576284103,9.123527627996893,8.1328313113323
31671,CEP,159.7895,41.6868,30.589,0.09,13.115957477555467,0.5324995906526269,0.5550336044820341,0.5436109470269341
31693,TRGB,159.855,1.7185,30.04,0.22,10.185913880541165,0.9814181630094492,1.0860606812139295,1.0319730722336298
31961,TRGB,160.8636,-37.0439,29.15,0.1,6.760829753919814,0.3042874635732682,0.31862808992156477,0.3113477161529274
31968,TRGB,160.8796,24.9221,29.91,0.27,9.594006315159332,1.1217321737533634,1.2702499210113238,1.1929148598623371
32007,TRGB,160.9904,11.7035,29.94,0.03,9.727472237769655,0.13346592261032342,0.1353226185424603,0.13438999540321106
32192,TRGB,161.6904,11.8198,30.19,0.09,10.91440336448757,0.44311788397856944,0.4618694937467449,0.4523641647478765
32207,CEP,161.7668,17.2737,32.12,0.051,26.54605561975536,0.6162058856300945,0.6308496146674294,0.623470429867963
32249,TRGB,161.9265,13.9856,30.04,0.02,10.185913880541165,0.09338501977432045,0.09424910072356596,0.09381573383942088
32250,TRGB,161.9232,-38.8537,29.15,0.04,6.760829753919814,0.12339904990072803,0.1256932095229395,0.12453908646117094
32256,TRGB,161.9566,12.5816,30.22,0.02,11.066237839776658,0.1014558783448134,0.102394638028942,0.10192381714158547
32292,TRGB,162.0705,12.6294,29.82,0.02,9.204495717531715,0.08438732397261361,0.08516815026764668,0.08477653851086425
32405,TRGB,162.4047,65.5305,29.6,0.1,8.317637711026714,0.37435536378389855,0.39199818853410484,0.38304137204670463
32508,SBF,162.7221,13.4122,30.294,0.14,11.449855346901893,0.714905988849539,0.7625159547511959,0.7381994546840053
32533,SBF,162.8174,27.9748,32.084,0.33,26.109586865859363,3.6810987071664734,4.285262821841783,3.9678900031030193
32643,TRGB,163.1293,36.6191,29.75,0.19,8.912509381337454,0.7466856677515352,0.8149628564322011,0.7798288272202138
32667,TRGB,163.23,69.5461,27.91,0.15,3.8194427084004663,0.2549313741380219,0.27316388889963994,0.2638377553172315
32694,CEP,163.3498,16.7749,31.936,0.034,24.389337302789126,0.3789038670958931,0.38488327354371066,0.38187796660955986
32787,SBF,163.7023,17.6211,31.594,0.15,20.835311605717486,1.390667441236161,1.4901270104499424,1.4392523373363275
33160,SBF,165.0774,13.9012,30.404,0.15,12.04481128573176,0.8039393510344546,0.8614365348736097,0.8320260874335719
34176,TRGB,168.3671,22.1527,21.92,1.22,0.242102904673618,0.10406447821332934,0.182516659272695,0.13602085958237564
34232,CEP,168.5454,48.3184,32.804,0.08,36.37474856426328,1.315710171001939,1.365086689395298,1.340095260887667
34326,SBF,168.8625,18.1103,31.524,0.18,20.174370856119253,1.604879841214629,1.743582582322059,1.6723154013780137
34426,SBF,169.2273,18.0519,31.794,0.17,22.84546488551827,1.7203052231097544,1.860396474866075,1.7885233141890517
34583,SBF,169.6506,57.9999,32.424,0.4,30.535145939402888,5.137117801674709,6.176174029393486,5.624781748197341
34684,SBF,170.0157,18.357,31.574,0.24,20.644292320739922,2.1601203670433335,2.412559048732941,2.2816915081510656
34695,TRGB,170.0625,12.991,30.21,0.1,11.015393095414156,0.49577435718193286,0.5191394827967795,0.5072775986994035
34780,SBF,170.2867,3.1945,32.194,0.25,27.466289924159614,2.986933262198921,3.35139424195555,3.1621734869611244
35286,TRGB,171.9986,78.9939,28.28,0.04,4.5289757990362105,0.08266312434512013,0.08419994656758334,0.08342681729113262
35684,TRGB,173.3701,49.2381,28.08,0.12,4.130475019901611,0.22206606197759582,0.23468330250004765,0.2282584849874336
35856,TRGB,173.9497,54.5251,28.57,0.02,5.176068319505678,0.047454479592026644,0.047893570485519454,0.047673351011250066
35878,TRGB,174.0249,45.2856,27.49,0.12,3.1477483141013134,0.16923188467212746,0.1788472188387309,0.17395100026912375
36014,TRGB,174.4716,-39.2206,28.84,0.04,5.861381645140288,0.10698227176871633,0.10897122069807885,0.10797064000359154
36304,SBF,175.489,-6.1556,32.844,0.61,37.051005630192414,9.07407925164588,12.01718004660276,10.408197375831381
36758,TRGB,176.7465,61.3351,28.27,0.14,4.5081670454146,0.28148090275857296,0.3002264390826861,0.2906522705939628
37050,TRGB,177.7202,38.8807,27.07,0.08,2.5941793621188145,0.09383400042238099,0.0973554418080993,0.09557309964428136
37061,SBF,177.7574,-28.806,31.834,0.28,23.27019378848164,2.8151694773881104,3.2026136116939483,3.0005696743926666
37136,SBF,177.9486,48.6831,31.174,0.64,17.171174432444527,4.3832518030860665,5.885676937028336,5.060875555500449
37366,SBF,178.6671,-13.9749,32.834,0.49,36.88077172261549,7.450111825625328,9.336041886609067,8.322269288287854
37369,TRGB,178.6798,-33.5588,28.63,0.07,5.321082592667939,0.16879614685037758,0.17432614590830475,0.1715314363905423
37466,CEP,178.9378,55.3207,31.635,0.089,21.232444620002216,0.8526407571316277,0.8883131446390564,0.8702332863631294
37520,CEP,179.1173,55.1249,31.722,0.071,22.10039317349186,0.7109243317967113,0.7345534087635706,0.722610109362374
37642,SBF,179.484,55.4536,30.794,0.19,14.41451385758211,1.207640906117879,1.318067996882581,1.2612444997865373
37727,TRGB,179.742,-19.0299,30.06,0.08,10.28016298126473,0.3718435323370528,0.38579823103783184,0.3787352005473504
37863,SBF,180.1443,-17.8425,31.694,0.23,21.817249589882987,2.19268634814609,2.437678981211217,2.3108593890865716
37967,TRGB,180.4709,-18.868,31.67,0.14,21.57744409152668,1.3472523047439502,1.4369740825584323,1.3911492310817302
38068,CEP,180.7903,44.5312,31.103,0.042,16.61881296024267,0.31834772039423953,0.3245650442306349,0.32143634027829265
38148,TRGB,181.0078,52.5884,28.16,0.02,4.285485203974395,0.03928956451126542,0.03965310637569086,0.03947077738767196
38252,TRGB,181.2361,-35.7431,28.64,0.1,5.345643593969718,0.24059359421565674,0.25193242098138935,0.24617598503867577
38440,SBF,181.7628,43.0656,30.874,0.23,14.95546772744395,1.5030606759576344,1.6710002414914094,1.584066904206435
38624,SBF,182.3428,13.9924,31.164,0.09,17.09228005234333,0.6939357760779536,0.7233013542856206,0.7084157265684944
38643,SBF,182.3741,43.6853,30.724,0.26,13.957254577067674,1.5749922674777483,1.7753272773970163,1.671163849070505
38654,SBF,182.4003,42.5342,31.034,0.19,16.099040762157053,1.3487697445594744,1.4721017037938964,1.4086376282769606
38685,TRGB,182.4847,36.4347,28.38,0.13,4.742419852602445,0.27558393109281276,0.2925862352765991,0.28391545669035667
38688,TRGB,182.4939,46.4573,29.14,0.04,6.729766562843179,0.12283208276721425,0.1251157016834359,0.12396688133545984
38726,SBF,182.5962,10.1885,31.414,0.13,19.17785364482655,1.1144328131267578,1.1831883664931588,1.1481246378731778
38739,CEP,182.636,39.4058,30.99,0.06,15.776112696993476,0.42994286900053424,0.4419882765958043,0.4359101030578952
38742,TRGB,182.6403,30.4016,30.92,0.35,15.27566058238074,2.273964802047834,2.671675685944555,2.4621455839838644
38800,SBF,182.7822,14.2749,30.874,0.13,14.95546772744395,0.8690682638313856,0.9226859146121917,0.8953421632471155
38881,TRGB,183.0384,36.1694,27.33,0.03,2.924152377843333,0.04012087471673098,0.040679011681008515,0.040398658049190905
38890,SBF,183.072,13.2051,32.494,0.13,31.535520245507158,1.8325418053285603,1.945601493098259,1.8879436892450345
39023,TRGB,183.4353,36.6332,27.21,0.06,2.7669416454115128,0.07540684148459453,0.07751946203640214,0.07645342303090759
39032,TRGB,183.4571,-38.231,27.56,0.1,3.2508729738543423,0.14631338572599084,0.1532089231556668,0.14970823297628463
39058,TRGB,183.5351,66.0947,28.63,0.03,5.321082592667939,0.0730079901702192,0.07402363248333721,0.07351347273880383
39145,TRGB,183.7421,36.2184,27.32,0.08,2.910717118066606,0.10528348011488964,0.10923460233540849,0.1072347815357241
39173,SBF,183.8025,14.4329,31.074,0.07,16.398344276265377,0.5201906342092109,0.5372328106498223,0.5286201631243805
39225,TRGB,183.9132,36.3274,27.25,0.07,2.8183829312644537,0.08940514845641312,0.09233418680215211,0.09085393133429752
39228,TRGB,183.9443,52.3873,28.27,0.09,4.5081670454146,0.18302873506451434,0.1907740406375531,0.18684788823897605
39331,SBF,184.1405,13.0314,31.304,0.08,18.23055960681068,0.6594171408597305,0.684164021519436,0.6716386366013066
39384,SBF,184.282,7.6244,32.464,0.15,31.102836686851404,2.0759805818608648,2.224453270762332,2.148507843149171
39389,SBF,184.2912,7.1916,32.114,0.19,26.47280740017559,2.217878829081421,2.420682415415161,2.316323884195177
39393,SBF,184.2975,15.3239,31.374,0.23,18.827818367346747,1.892241280431577,2.103664667127724,1.9942220796875976
39405,SBF,184.3319,11.9435,31.254,0.11,17.81558140662895,0.8800043197137519,0.9257309931386004,0.9024816277383657
39422,TRGB,184.373,37.8072,28.12,0.07,4.207266283844443,0.13346350580331467,0.13783595787127467,0.1356262407841134
39423,TRGB,184.3757,45.6191,29.36,0.1,7.447319739059888,0.33518460252660365,0.35098136617270104,0.34296174827839215
39461,TRGB,184.4579,47.4091,29.21,0.14,6.950243175887971,0.43395923527954317,0.4628592371212097,0.4480987372255307
39492,SBF,184.5348,28.1753,31.484,0.2,19.806147089717406,1.7427262580176155,1.9108613437625195,1.8242135615372281
39600,MASER,184.7398,47.3038,29.4,0.03,7.585775750291832,0.10408074518029853,0.1055286525742618,0.10480136496850617
39615,TRGB,184.7886,47.0904,29.26,0.02,7.112135136533295,0.06520444686181914,0.06580777618032574,0.06550518537896297
39659,SBF,184.8459,5.825,32.414,0.15,30.394849687701146,2.0287254945759585,2.1738185324658374,2.0996018338408615
39676,SBF,184.8775,14.8776,30.864,0.07,14.886753594923645,0.47223973734153546,0.48771097499324334,0.47989223675045395
39710,SBF,184.9389,12.7984,30.994,0.07,15.805200152842568,0.5013748310681994,0.5178005753473851,0.5094994556921152
39764,SBF,185.0283,29.2806,30.964,0.2,15.588344677043889,1.371605363963857,1.5039353752994167,1.4357396031125738
39791,SBF,185.0738,75.3709,32.134,0.32,26.717757271179465,3.6609059017066024,4.242174861912275,3.9372742150944715
39800,SBF,185.0866,29.3108,31.024,0.19,16.025072388814195,1.3425727104943377,1.465338010848857,1.402165526272094
39801,SBF,185.0896,5.3864,32.054,0.28,25.75134990410317,3.115333499605665,3.5440883935911884,3.3205017671650507
39857,SBF,185.2035,17.4871,31.174,0.08,17.171174432444527,0.6210981447446144,0.6444069741843883,0.6326094444375562
39918,TRGB,185.3134,45.812,29.26,0.02,7.112135136533295,0.06520444686181914,0.06580777618032574,0.06550518537896297
39950,TRGB,185.3867,14.6061,30.81,0.2,14.521116175877413,1.2777008239307701,1.4009710946342704,1.3374442256084016
40032,SBF,185.517,12.7875,31.314,0.12,18.314708046613507,0.9846506933426937,1.0405960931839395,1.0121081695360885
40033,SBF,185.5233,9.0436,31.004,0.15,15.878153642056166,1.059798466891836,1.1355945169358108,1.0968239964140294
40045,TRGB,185.5317,15.7992,29.79,0.26,9.078205301781855,1.0244208897911982,1.1547246210256912,1.0869736903491654
40059,SBF,185.5616,7.167,31.804,0.09,22.95091476024225,0.9317926453974863,0.9712237148782812,0.9512358155551947
40066,SBF,185.5813,14.7608,30.984,0.08,15.73258185446469,0.5690628465917769,0.5904188737252625,0.5796097352383843
40095,SBF,185.6305,15.5379,31.034,0.16,16.099040762157053,1.1435730347131035,1.231016591113761,1.1862211606542825
40105,SBF,185.6606,11.8008,31.154,0.16,17.013748158991977,1.2085480061494085,1.3009598876215307,1.2536192923791942
40115,SBF,185.6715,7.9504,31.874,0.1,23.702818991297793,1.0668025868003213,1.1170794437731644,1.0915551534259693
40122,SBF,185.6804,8.1983,31.714,0.08,22.019122114844762,0.7964531458369457,0.8263427706734703,0.8112144374793132
40179,SBF,185.7757,5.2505,30.954,0.16,15.516722739072343,1.1022088814902329,1.1864895190780835,1.143314383075511
40209,TRGB,185.8333,15.8205,30.81,0.24,14.521116175877413,1.5194203955445076,1.6969847977118668,1.6049330707300817
40240,SBF,185.8956,6.0817,31.634,0.09,21.222668969007817,0.8616269576881095,0.8980887956334556,0.8796060216285249
40245,SBF,185.8971,16.7225,31.054,0.14,16.248003352273184,1.0144927207775094,1.0820540009976298,1.0475474886761227
40252,SBF,185.9126,7.0539,31.454,0.31,19.534396563982572,2.598819477067373,2.997616792312254,2.7887358403893434
40295,SBF,185.9908,16.6935,30.954,0.2,15.516722739072343,1.365303409758038,1.497025419919634,1.4291429788443888
40306,SBF,186.006,12.2046,30.964,0.22,15.588344677043889,1.5019452134313251,1.6620882954145273,1.579313563423831
40313,SBF,186.0208,11.2181,31.334,0.07,18.48417195369656,0.5863575596069523,0.6055674575384948,0.5958593031568846
40425,SBF,186.2014,18.1951,30.984,0.08,15.73258185446469,0.5690628465917769,0.5904188737252625,0.5796097352383843
40442,SBF,186.2309,11.7043,31.114,0.07,16.703212258150426,0.5298617001519119,0.5472207143080148,0.5384479457102562
40455,SBF,186.2652,12.8871,31.274,0.06,17.980426951774376,0.49001655211132444,0.5037450019221836,0.49681755677788864
40477,SBF,186.3014,14.7623,31.224,0.07,17.57114246595095,0.5573943069589724,0.5756553280183425,0.5664267099256262
40484,SBF,186.3113,15.6074,31.004,0.07,15.878153642056166,0.5036890721392773,0.5201906342092109,0.5118511983265471
40500,SBF,186.328,64.9335,31.914,0.27,24.143487297141526,2.8228589390249432,3.1966064879146394,3.0019914329376163
40507,SBF,186.3422,10.0167,31.004,0.15,15.878153642056166,1.059798466891836,1.1355945169358108,1.0968239964140294
40515,SBF,186.3502,18.1908,31.264,0.07,17.897814394089608,0.567757040818794,0.5863575596069523,0.5769573686940699
40549,SBF,186.4071,-39.3195,32.974,0.52,39.33688806732014,8.376955934228494,10.643543290503771,9.419959335133019
40562,SBF,186.4238,12.8104,31.284,0.07,18.06342083169975,0.5730104320367246,0.5917830593062057,0.5822958894976995
40563,TRGB,186.4212,2.1593,30.32,0.08,11.587773561551263,0.4191410837456395,0.43487078462285567,0.42690935462109536
40596,TRGB,186.4537,33.5468,28.34,0.01,4.6558609352295885,0.021391737866711225,0.021490477642395867,0.02144103196902594
40616,SBF,186.4911,10.0537,31.134,0.08,16.85776517828977,0.6097618260165625,0.6326452213732559,0.6210630208115863
40643,SBF,186.5298,16.1808,31.144,0.13,16.93557708691517,0.9841332176391546,1.0448498648591773,1.0138857908811425
40644,SBF,186.5316,13.113,31.064,0.14,16.323000728189953,1.0191754064155845,1.0870485353361268,1.0523827481905121
40665,TRGB,186.5709,48.4942,28.73,0.05,5.5718574893193,0.12683096089508883,0.12978523348817816,0.12829675995193854
40692,CEP,186.6126,31.2234,31.209,0.05,17.450183572026464,0.3972146729305912,0.4064669912409542,0.4018053256295773
40727,SBF,186.6686,8.4357,30.964,0.12,15.588344677043889,0.8380736594463105,0.8856909173136351,0.8614437618675441
40750,TRGB,186.7194,53.1054,28.88,0.09,5.970352865838366,0.2423925559800768,0.2526499858532256,0.24745041915828667
40756,SBF,186.7108,9.5842,31.024,0.07,16.025072388814195,0.5083496497418523,0.5250038988857177,0.5165872991528767
40785,SBF,186.7606,15.4614,31.064,0.13,16.323000728189953,0.9485361582730647,1.0070566250808604,0.9772125518911897
40791,TRGB,186.7707,37.1433,28.43,0.07,4.8528850016212095,0.15394391556905607,0.1589873346515125,0.15643852927846338
40809,TRGB,186.799,9.4202,31.0,0.09,15.848931924611133,0.643456627286179,0.670686057679017,0.6568832590107665
40816,SBF,186.8056,12.7348,30.994,0.24,15.805200152842568,1.6537808235282636,1.8470470216829948,1.7468552766586805
40850,SBF,186.8607,11.1075,31.074,0.07,16.398344276265377,0.5201906342092109,0.5372328106498223,0.5286201631243805
40886,SBF,186.9029,8.1543,31.754,0.07,22.428488158692854,0.7114797252129286,0.7347888011816366,0.7230090348963951
40898,SBF,186.9186,13.0789,31.104,0.07,16.62646796893536,0.5274272067783059,0.5447064635091685,0.5359740021217897
40914,SBF,186.9403,13.0088,31.074,0.18,16.398344276265377,1.3044953097158434,1.4172371303635742,1.3593089908912641
40931,SBF,186.9785,8.0905,31.014,0.08,15.951443869276016,0.5769792993591274,0.5986324184238612,0.5876729098420195
40950,SBF,187.0163,9.8037,30.854,0.07,14.818355175164307,0.4700699928384253,0.48547014661006216,0.4776873322063431
40970,SBF,187.0514,10.2977,31.044,0.1,16.173350557998514,0.7279206839842889,0.7622265289166847,0.7448103179722863
40973,TRGB,187.046,44.093,28.1,0.01,4.168693834703357,0.019153408359727564,0.019241816475831897,0.019197544562088272
40985,SBF,187.0622,11.7898,31.104,0.07,16.62646796893536,0.5274272067783059,0.5447064635091685,0.5359740021217897
41020,TRGB,187.1171,37.2348,28.32,0.07,4.613175745603794,0.14633982409416202,0.15113412245036528,0.14871121584464583
41024,SBF,187.1234,17.085,31.104,0.15,16.62646796893536,1.109745229863016,1.1891134376935568,1.1485157188324064
41048,TRGB,187.1613,35.7176,28.33,0.14,4.634469197362877,0.2893669556471661,0.3086376725054736,0.2987952712580596
41060,SBF,187.1804,11.7551,30.964,0.23,15.588344677043889,1.5666663399863143,1.7417126762269248,1.6511005435794597
41066,TRGB,187.1837,22.8215,29.05,0.09,6.456542290346557,0.2621315395787409,0.2732242724966216,0.2676012845406771
41069,SBF,187.1898,44.8643,29.854,0.19,9.349750030886002,0.7833174750694525,0.854944288535993,0.8180866116848716
41093,TRGB,187.218,42.1779,29.6,0.15,8.317637711026714,0.5551665447397864,0.5948716703107397,0.5745620580700569
41095,SBF,187.2397,13.2418,31.074,0.07,16.398344276265377,0.5201906342092109,0.5372328106498223,0.5286201631243805
41104,SBF,187.2501,13.9786,30.984,0.07,15.73258185446469,0.4990712229689933,0.5154214978085179,0.5071585183335863
41111,SBF,187.2624,13.1838,31.174,0.13,17.171174432444527,0.9978238744460128,1.0593851743661524,1.0279903472110288
41148,SBF,187.3388,8.1566,30.984,0.07,15.73258185446469,0.4990712229689933,0.5154214978085179,0.5071585183335863
41156,SBF,187.3481,12.4507,31.144,0.11,16.93557708691517,0.8365363247581179,0.8800043197137448,0.8579033615148128
41164,SBF,187.3668,8.7499,31.004,0.16,15.878153642056166,1.1278826244585645,1.2141264102871645,1.1699455961749647
41171,SBF,187.3787,14.0491,31.024,0.14,16.025072388814195,1.000573358825049,1.0672076635291354,1.0331745983057534
41220,SBF,187.445,8.0004,31.124,0.08,16.780310782909552,0.6069602249110382,0.6297384806164992,0.6182094954325565
41228,SBF,187.4536,13.4294,31.014,0.07,15.951443869276016,0.5060139952617906,0.522591725081508,0.5142137961117671
41241,SBF,187.4732,14.0686,30.964,0.08,15.588344677043889,0.5638456470547428,0.5850058809546006,0.5742958412450294
41255,SBF,187.4963,12.3486,31.204,0.08,17.41004926352608,0.6297384806164956,0.6533715681736716,0.6414099184397939
41260,SBF,187.5092,13.6364,31.204,0.1,17.41004926352608,0.7835812945907215,0.8205103432846279,0.8017623980497425
41272,SBF,187.5432,10.7795,31.294,0.07,18.14679779396929,0.5756553280183425,0.5945146057982598,0.5849836452035931
41297,SBF,187.5741,12.3268,31.164,0.07,17.09228005234333,0.5422037646434177,0.5599671221822611,0.5509900095532735
41302,SBF,187.5767,13.5776,31.194,0.07,17.330057353270814,0.5497465703612612,0.567757040818794,0.5586550441132252
41314,TRGB,187.5987,42.9015,29.52,0.07,8.01678063387679,0.2543094675898745,0.26264100324655004,0.25843047413915277
41326,TRGB,187.6303,41.7009,29.7,0.58,8.709635899560803,2.0415682074245796,2.666636958673495,2.326342623377201
41327,SBF,187.6332,12.4902,31.044,0.08,16.173350557998514,0.5850058809545935,0.6069602249110382,0.595848254377829
41333,TRGB,187.6516,41.6437,29.2,0.23,6.918309709189362,0.6953068574977701,0.7729946936767318,0.7327798530343884
41361,SBF,187.7058,12.3912,31.134,0.04,16.85776517828977,0.3076888905898585,0.31340925415475596,0.31053151040579313
41363,SBF,187.714,8.3601,30.984,0.1,15.73258185446469,0.7080828244755448,0.741453739892858,0.7245121690479803
41365,SBF,187.7176,16.7588,30.954,0.07,15.516722739072343,0.4922237090831967,0.5083496497418523,0.5002000425955361
41377,SBF,187.7405,12.2703,31.314,0.07,18.314708046613507,0.5809818011879315,0.6000155817166473,0.5903964322293851
41395,TRGB,187.7652,1.6758,29.82,0.14,9.204495717531715,0.5747102398620143,0.6129837126681341,0.5934357695760498
41435,SBF,187.8342,14.1151,31.134,0.09,16.85776517828977,0.6844146202912569,0.7133772876611779,0.6986958984130345
41441,SBF,187.8503,25.7747,31.174,0.11,17.171174432444527,0.8481737042545738,0.8922463992552245,0.8698379861016398
41457,SBF,187.8855,11.6247,30.904,0.15,15.16351900787289,1.0120996785585863,1.084484344400293,1.0474587847457995
41471,CEP,187.9129,3.9395,30.829,0.03,14.648730866134352,0.20098812233333518,0.2037841456316034,0.2023796959418563
41522,TRGB,188.001,39.8324,29.74,0.07,8.871560120379604,0.2814249053256539,0.29064478084038825,0.2859853091870116
41529,SBF,188.0115,11.89,31.124,0.07,16.780310782909552,0.5323074306363687,0.5497465703612612,0.540933308503487
41538,SBF,188.0257,11.1764,31.074,0.1,16.398344276265377,0.7380470694048995,0.7728301561791788,0.7551716616062579
41552,SBF,188.0592,10.2515,30.934,0.07,15.374464569916888,0.48771097499324334,0.5036890721392773,0.4956141810403804
41573,SBF,188.0973,11.2629,31.014,0.08,15.951443869276016,0.5769792993591274,0.5986324184238612,0.5876729098420195
41589,SBF,188.1393,15.4154,31.024,0.08,16.025072388814195,0.5796425147999464,0.6013955801211637,0.5903854847461448
41618,TRGB,188.1895,0.1146,29.56,0.12,8.165823713585919,0.4390178626289032,0.4639617640837823,0.4512600949180852
41636,TRGB,188.2266,31.541,28.39,0.05,4.764309868054159,0.10844893282457058,0.11097503297970679,0.10970228880585937
41652,SBF,188.2707,16.2655,31.104,0.07,16.62646796893536,0.5274272067783059,0.5447064635091685,0.5359740021217897
41680,SBF,188.3061,9.3972,31.044,0.13,16.173350557998514,0.9398399265028168,0.9978238744460128,0.9682534133639721
41681,SBF,188.3079,10.9285,31.294,0.16,18.14679779396929,1.2890326156795204,1.3875987700132804,1.3371054747510698
41723,SBF,188.3945,11.2619,31.304,0.07,18.23055960681068,0.5783124322851165,0.597258760536068,0.5876838070261433
41749,TRGB,188.4698,39.6259,29.94,0.09,9.727472237769655,0.39492922979973777,0.4116416195971446,0.4031699862096331
41754,SBF,188.4651,13.3225,31.064,0.08,16.323000728189953,0.5904188737252625,0.6125763587252173,0.6013615703945783
41772,TRGB,188.5127,7.6992,30.98,0.08,15.70362804333553,0.5680155589734355,0.5893322830616832,0.5785430374161225
41781,SBF,188.5254,11.3212,30.994,0.07,15.805200152842568,0.5013748310681994,0.5178005753473851,0.5094994556921152
41782,SBF,188.5281,12.7416,31.144,0.12,16.93557708691517,0.9105046981010005,0.962237307174437,0.9358945761979776
41797,SBF,188.548,12.049,31.114,0.08,16.703212258150426,0.6041714959933486,0.6268450951203874,0.6153690808117214
41806,SBF,188.5662,13.0754,30.934,0.22,15.374464569916888,1.481337752549317,1.639283589075088,1.5576445689840526
41812,CEP,188.5845,8.1977,30.849,0.05,14.784273904006696,0.33653116020567886,0.3443699779225913,0.34042048702106703
41876,SBF,188.7117,15.5511,31.224,0.17,17.57114246595095,1.3231391136777653,1.430887559821393,1.3756077241050921
41934,CEP,188.8602,14.496,31.019,0.05,15.988215745080947,0.36393622231611467,0.3724133859332035,0.3681422723819608
41943,SBF,188.8768,12.2212,30.914,0.07,15.233510631495697,0.4832396138980961,0.4990712229689933,0.4910703629166764
41947,SBF,188.8854,73.6748,32.264,0.97,28.366124193125188,10.219326399155868,15.97431597021896,12.671190454342915
41959,SBF,188.9052,12.382,30.954,0.22,15.516722739072343,1.4950444020147469,1.6544516933721845,1.5720572767288277
41963,SBF,188.9082,12.264,31.084,0.07,16.474035594357524,0.522591725081508,0.5397125646344527,0.5310601629342931
41968,SBF,188.916,12.5561,31.034,0.07,16.099040762157053,0.5106960851131639,0.5274272067783059,0.5189717577862487
42002,TRGB,188.9904,27.9597,29.68,0.08,8.629785477669701,0.3121477666429868,0.3238621778262285,0.3179330463459001
42038,TRGB,189.0865,25.9872,30.36,0.02,11.803206356517292,0.10821244631858029,0.10921372375645255,0.10871154802419712
42046,SBF,189.1032,10.3847,30.994,0.17,15.805200152842568,1.190160432780937,1.2870798995007622,1.2373558209665654
42051,SBF,189.1123,11.4394,31.004,0.07,15.878153642056166,0.5036890721392773,0.5201906342092109,0.5118511983265471
42096,SBF,189.2226,7.2467,31.164,0.07,17.09228005234333,0.5422037646434177,0.5599671221822611,0.5509900095532735
42099,SBF,189.2283,12.52,31.084,0.08,16.474035594357524,0.5958819523013581,0.6182444579857815,0.606925900496335
42115,TRGB,189.3081,29.6308,29.58,0.17,8.241381150130017,0.6205910498759089,0.6711282312074367,0.6452003669870311
42120,TRGB,189.3086,-10.4979,29.91,0.07,9.594006315159332,0.3043424473599696,0.314313133768346,0.3092742229272726
42134,TRGB,189.3408,38.7438,28.89,0.08,5.997910762555096,0.21695028849790887,0.22509208913649648,0.22097119857548664
42149,SBF,189.3773,9.5551,31.124,0.07,16.780310782909552,0.5323074306363687,0.5497465703612612,0.540933308503487
42168,SBF,189.4314,11.818,31.514,0.15,20.081678041839858,1.3403656420723067,1.4362276615576626,1.3871931750433897
42205,SBF,189.5288,10.0824,31.224,0.09,17.57114246595095,0.7133772876611779,0.7435655806625583,0.7282629127615192
42224,SBF,189.5768,-41.5034,32.584,0.34,32.870022396877566,4.763960393533591,5.571448779080335,5.146649603265288
42275,TRGB,189.6668,32.7669,27.88,0.18,3.7670379898390873,0.29966948531377247,0.3255686074610189,0.3122613187252466
42309,SBF,189.7694,14.7303,30.834,0.14,14.682499678319857,0.9167458132257007,0.97779752854062,0.9466157368412971
42336,TRGB,189.8281,-0.532,29.69,0.09,8.669618757582173,0.3519810465554585,0.3668759796408452,0.3593256284367049
42380,TRGB,189.9123,44.8202,29.74,0.1,8.871560120379604,0.39928597897365137,0.4181037474197584,0.40855044169573085
42401,SBF,189.9831,10.1762,31.124,0.12,16.780310782909552,0.9021571408534115,0.9534154625160234,0.9273142431488347
42407,TRGB,189.9977,-11.623,29.8,0.08,9.120108393559102,0.3298832252502475,0.3422632200988236,0.335997210135985
42408,TRGB,189.9975,61.609,28.67,0.02,5.4200089040162425,0.049690940313709575,0.050150724923476275,0.04992012682513119
42426,SBF,190.0469,9.8961,31.054,0.09,16.248003352273184,0.659658675229295,0.6875737346419868,0.6734233855775074
42430,SBF,190.0557,12.8749,31.134,0.09,16.85776517828977,0.6844146202912569,0.7133772876611779,0.6986958984130345
42442,SBF,190.0819,15.9352,31.054,0.07,16.248003352273184,0.5154214978085179,0.5323074306363687,0.5237737443380613
42447,TRGB,190.0958,3.1177,29.79,0.07,9.078205301781855,0.28798013347301676,0.29741476747694406,0.2926467627863138
42516,SBF,190.2396,11.9114,30.994,0.17,15.805200152842568,1.190160432780937,1.2870798995007622,1.2373558209665654
42521,SBF,190.2441,11.1844,31.024,0.08,16.025072388814195,0.5796425147999464,0.6013955801211637,0.5903854847461448
42545,SBF,190.3053,10.1558,31.194,0.1,17.330057353270814,0.7799810655709365,0.816740440698478,0.7980786344474645
42550,SBF,190.3155,11.3872,30.944,0.08,15.445429874014225,0.5586762790905802,0.5796425147999447,0.569030665324641
42574,SBF,190.3864,7.3148,31.104,0.07,16.62646796893536,0.5274272067783059,0.5447064635091685,0.5359740021217897
