pgc,group_pgc,distance_mpc,observed_cmb_z,observed_stretch_factor,log_observed_stretch,all_shift_time_average_rate_per_mpc,all_shift_time_photon_energy_fraction,effective_signal_clock_ratio,void_rate_if_fraction_1_per_mpc,void_rate_if_fraction_0p9_per_mpc,void_rate_if_fraction_0p75_per_mpc
62589,62589,28.760736288630234,0.008676002116103936,1.0086760021161039,0.008638581892605015,0.00030036024828822066,0.008601376554912112,0.991398623445088,0.00030036024828822066,0.00033373360920913405,0.0004004803310509609
63620,63620,29.840081159302233,0.008078922385699244,1.0080789223856992,0.008046462601762448,0.0002696528390390813,0.00801417647596463,0.9919858235240354,0.0002696528390390813,0.00029961426559897925,0.00035953711871877504
63972,63972,33.17416496945389,0.008665995193247992,1.008665995193248,0.008628660993848758,0.000260101829293785,0.008591540940752835,0.9914084590592472,0.000260101829293785,0.00028900203254865,0.00034680243905838004
64102,64192,32.41902878227876,0.009249732359844757,1.0092497323598448,0.009207215563704097,0.0002840065205388585,0.00916495894253732,0.9908350410574626,0.0002840065205388585,0.00031556280059873165,0.000378675360718478
64725,64725,36.37474856426328,0.008746050576095548,1.0087460505760955,0.008708025428157018,0.00023939754285235944,0.008670220390058206,0.9913297796099418,0.00023939754285235944,0.0002659972698359549,0.00031919672380314594
65379,65375,53.358056184603406,0.011698092818599194,1.0116980928185992,0.011630199102497563,0.0002179651946514027,0.011562829762788433,0.9884371702372116,0.0002179651946514027,0.00024218354961266967,0.0002906202595352036
66537,66537,60.478359188180086,0.01469683403443058,1.0146968340344307,0.01458988219793465,0.00024124136953745435,0.014483965595907129,0.9855160344040927,0.00024124136953745435,0.00026804596615272706,0.0003216551593832725
66549,66549,30.394849687701146,0.007018188562969119,1.0070181885629692,0.006993675701379582,0.00023009410387739065,0.006969276863791491,0.9930307231362084,0.00023009410387739065,0.00025566011541932297,0.0003067921385031875
67146,67146,32.41902878227876,0.007745358290501091,1.0077453582905012,0.007715516991631461,0.00023799346499389892,0.007685828792741855,0.9923141712072581,0.00023799346499389892,0.00026443718332655437,0.00031732461999186526
67557,67557,24.819898435070957,0.005810686538351809,1.0058106865383518,0.005793869613134807,0.00023343647550740847,0.005777117519351636,0.9942228824806484,0.00023343647550740847,0.00025937386167489823,0.00031124863400987794
67878,67883,31.82731482170786,0.007411794195302939,1.007411794195303,0.007384461820243795,0.00023201648840345191,0.007357263671131931,0.9926427363288681,0.00023201648840345191,0.0002577960982260577,0.0003093553178712692
67882,67882,36.04126286491434,0.00859594673325638,1.0085959467332564,0.008559211946539741,0.0002374836858136848,0.008522686176855867,0.9914773138231442,0.0002374836858136848,0.0002638707620152053,0.00031664491441824635
67890,67890,17.897814394089608,0.0038760147862025272,1.0038760147862025,0.003868522395063115,0.0002161449610484628,0.00386104930201765,0.9961389506979824,0.0002161449610484628,0.00024016106783162532,0.0002881932813979504
68020,68020,46.00446663934781,0.009109635439861532,1.0091096354398614,0.009068392990833,0.00019711983755674642,0.009027399124863897,0.9909726008751362,0.00019711983755674642,0.00021902204172971826,0.0002628264500756619
68434,68434,77.80365510398032,0.01862621907586481,1.0186262190758648,0.018454875443261243,0.00023719805218144717,0.018285626981762948,0.981714373018237,0.00023719805218144717,0.0002635533913127191,0.0003162640695752629
68870,68870,24.705861360384304,0.004950091172740576,1.0049500911727405,0.004937879753278152,0.00019986673126871874,0.004925708466739874,0.9950742915332602,0.00019986673126871874,0.00022207414585413194,0.00026648897502495834
69094,69094,24.705861360384304,0.007878783928580352,1.0078787839285803,0.0078479083789734,0.00031765370429696785,0.007817193946547696,0.9921828060534523,0.00031765370429696785,0.0003529485603299643,0.0004235382723959572
69342,69342,21.817249589882987,0.002735225580624847,1.0027352255806248,0.002731491658333212,0.00012519871705551048,0.002727764529306367,0.9972722354706937,0.00012519871705551048,0.00013910968561723386,0.00016693162274068066
70090,70090,29.1608379852123,0.004816665534661316,1.0048166655346613,0.0048051025164868805,0.0001647793015730065,0.0047935764800421336,0.9952064235199579,0.0001647793015730065,0.0001830881128588961,0.0002197057354306753
70258,70258,12.268741046383399,0.0015710868883832961,1.0015710868883834,0.0015698540225018993,0.00012795559190359338,0.0015686224462252078,0.9984313775537748,0.00012795559190359338,0.00014217287989288152,0.00017060745587145783
70264,70264,24.03255804933244,0.005523821416481398,1.0055238214164814,0.005508621065286634,0.0002292149280979121,0.005493476433705957,0.994506523566294,0.0002292149280979121,0.00025468325344212456,0.00030561990413054943
70676,70676,24.934461880978326,0.004159544267120957,1.004159544267121,0.0041509172774887165,0.00016647310446492184,0.004142314128136652,0.9958576858718634,0.00016647310446492184,0.00018497011607213537,0.00022196413928656243
71121,71121,45.540731268325445,0.011314494109121317,1.0113144941091212,0.011250963979044534,0.00024705277376320525,0.011187908583361487,0.9888120914166386,0.00024705277376320525,0.00027450308195911695,0.0003294036983509403
71730,71730,38.976245309772,0.00954326876361913,1.0095432687636192,0.009498019430846138,0.00024368738844284793,0.009453055712319004,0.9905469442876809,0.00024368738844284793,0.0002707637649364977,0.00032491651792379724
72263,72263,20.644292320739922,0.004479765798511183,1.0044797657985112,0.004469761514478798,0.00021651318655221383,0.004459786997252247,0.9955402130027478,0.00021651318655221383,0.00024057020728023758,0.0002886842487362851
771919,771919,18.18025623774262,0.005110201938435689,1.0051102019384357,0.0050971891696001085,0.0002803694900085198,0.0050842205447524606,0.9949157794552476,0.0002803694900085198,0.00031152165556502196,0.0003738259866780264
