pgc,name,x,m,inclination,calibrator,outside_x_range,outside_m_range,outside_inclination_range,inside_hull_2d,inside_hull_3d
22835,UGC04240,0.20302613015277515,13.02,87.0,False,False,False,False,False,False
22873,UGC04247,-0.2304870557820835,15.04,90.0,False,False,False,False,False,False
22880,UGC04249,-0.02299632610465485,13.44,82.0,False,False,False,False,False,False
22890,UGC04241,-0.21091320922127732,12.32,79.0,False,False,False,False,True,True
22896,UGC04246,0.03851230627990976,13.76,78.0,False,False,False,False,False,False
22909,UGC04252,-0.008625372947089982,13.930000000000001,74.0,False,False,False,False,False,False
22918,IC0497,-0.07513253805890718,13.17,63.0,False,False,False,False,False,False
22921,UGC04257,-0.11952411720997924,13.879999999999999,88.0,False,False,False,False,False,False
22941,UGC04258,-0.20191196510648712,14.3,79.0,False,False,False,False,False,False
22965,PGC022965,-0.0780079204034072,14.25,74.0,False,False,False,False,False,False
22994,PGC022994,0.14784459317705156,13.780000000000001,81.0,False,False,False,False,False,False
23014,PGC023014,-0.2715177016790764,15.41,87.0,False,False,False,False,False,False
23017,NGC2540,0.09197079668461505,12.83,56.0,False,False,False,False,False,False
23018,UGC04276,0.04248058060107418,13.42,61.0,False,False,False,False,False,False
23026,UGC04267,-0.22062564517262517,13.32,62.0,False,False,False,False,False,False
23028,NGC2543,0.04725070481416882,11.53,58.0,False,False,False,False,False,False
23033,PGC023033,0.0024932701752042874,14.670000000000002,89.0,False,False,False,False,False,False
23046,PGC023046,-0.18134107132998878,14.850000000000001,87.0,False,False,False,False,False,False
23058,PGC023058,-0.02063420484995948,14.639999999999999,56.0,False,False,False,False,False,False
23069,UGC04277,0.26117581315573135,11.62,90.0,False,False,False,False,False,False
23071,IC2233,-0.27211329538632656,11.92,90.0,False,False,False,False,True,False
23086,NGC2545,0.2036398094442986,11.649999999999999,56.0,False,False,False,False,False,False
23103,UGC04280,0.03568332440233357,12.649999999999999,79.0,False,False,False,False,False,False
23110,NGC2541,-0.17177707763480843,11.190000000000001,62.0,True,False,False,False,True,True
23118,PGC023118,-0.20349670406539122,15.82,82.0,False,False,False,False,False,False
23133,PGC023133,-0.009612334353088059,15.35,83.0,False,False,False,False,False,False
23146,PGC023146,-0.0734887386354246,13.63,90.0,False,False,False,False,False,False
23147,UGC04296,-0.008572155974955642,14.69,89.0,False,False,False,False,False,False
23169,UGC04299,0.09021424240412257,12.16,88.0,False,False,False,False,False,False
23173,UGC04301,0.07801840855637199,13.079999999999998,65.0,False,False,False,False,False,False
23209,PGC023209,0.18143003165218863,13.99,61.0,False,False,False,False,False,False
23214,IC2256,-0.25266779347489754,13.62,69.0,False,False,False,False,False,False
23215,PGC023215,-0.13383396424462557,14.13,50.0,False,False,False,False,False,False
23227,PGC023227,0.15665808693307381,13.729999999999999,81.0,False,False,False,False,False,False
23231,PGC023231,-0.293186508778279,14.639999999999999,59.0,False,False,False,False,False,False
23262,PGC023262,-0.31677582812869787,13.84,82.0,False,False,False,False,False,False
23266,IC2267,-0.18087745489114138,13.690000000000001,86.0,False,False,False,False,False,False
23268,UGC04307,-0.15432802900806797,13.88,83.0,False,False,False,False,False,False
23285,UGC04321,0.1758444918648565,13.36,89.0,False,False,False,False,False,False
23289,UGC04324,-0.00017321632294864386,12.9,77.0,False,False,False,False,False,False
23308,PGC023308,-0.17285495609838897,14.09,72.0,False,False,False,False,False,False
23319,UGC04329,-0.056048843328319276,12.75,51.0,False,False,False,False,False,False
23328,PGC023328,-0.2473131901157961,15.830000000000002,74.0,False,False,False,False,False,False
23337,NGC2558,0.21439689447021948,12.02,49.0,False,False,False,False,False,False
23338,PGC023338,-0.12333086607623622,14.43,51.0,False,False,False,False,False,False
23340,NGC2552,-0.3129939743072949,11.86,55.0,False,False,False,False,True,True
23341,PGC023341,-0.054066138517505635,13.690000000000001,71.0,False,False,False,False,False,False
23347,PGC023347,-0.1747389520108884,14.260000000000002,50.0,False,False,False,False,False,False
23351,NGC2561,0.06333671599892776,12.45,63.0,False,False,False,False,False,False
23355,UGC04332,0.173285548207311,12.639999999999999,88.0,False,False,False,False,False,False
23362,NGC2565,0.1381391856678844,11.61,68.0,False,False,False,False,False,False
23374,PGC023374,-0.12323594793249315,14.75,77.0,False,False,False,False,False,False
23380,UGC04343,-0.15437535013354342,14.91,53.0,False,False,False,False,False,False
23385,UGC04340,-0.14673260698549795,14.459999999999999,56.0,False,False,False,False,False,False
23410,UGC04349,0.08401928290300242,12.79,81.0,False,False,False,False,False,False
23420,PGC023420,-0.043326111774716125,13.3,49.0,False,False,False,False,False,False
23441,NGC2572,0.22952104946592522,12.799999999999999,73.0,False,False,False,False,False,False
23443,NGC2570,0.018835401433193066,13.82,60.0,False,False,False,False,False,False
23447,IC2327,-0.024959740289352883,12.79,74.0,False,False,False,False,False,False
23465,UGC04361,-0.2400470673632915,14.36,73.0,False,False,False,False,False,False
23483,IC2329,-0.19620834887226124,13.540000000000001,87.0,False,False,False,False,False,False
23485,UGC04370,-0.134334574275361,13.13,60.0,False,False,False,False,False,False
23503,PGC023503,0.029979117225027885,13.909999999999998,52.0,False,False,False,False,False,False
23512,NGC2576,0.2167398332636683,12.68,83.0,False,False,False,False,False,False
23513,UGC04373,-0.08412046237106585,14.01,56.0,False,False,False,False,False,False
23519,UGC04381,0.03169334806690971,12.71,80.0,False,False,False,False,False,False
23522,UGC04375,0.045947624924901564,11.67,52.0,False,False,False,False,False,False
23531,PGC023531,-0.21559867740226224,15.71,71.0,False,False,False,False,False,False
23532,PGC023532,0.03169334806690971,14.13,80.0,False,False,False,False,False,False
23556,PGC023556,-0.031889995740811194,13.94,73.0,False,False,False,False,False,False
23564,PGC023564,0.05091497656366428,13.32,76.0,False,False,False,False,False,False
23567,UGC04386,0.17907926064310065,11.83,84.0,False,False,False,False,False,False
23589,IC2348,0.013207433407176783,14.069999999999999,64.0,False,False,False,False,False,False
23597,PGC023597,-0.037485376406881876,14.66,58.0,False,False,False,False,False,False
23603,PGC023603,0.025790304255418395,13.75,63.0,False,False,False,False,False,False
23605,PGC023605,-0.16362557558441493,14.92,64.0,False,False,False,False,False,False
23614,PGC023614,0.11328808857793105,14.110000000000001,51.0,False,False,False,False,False,False
23630,NGC2582,-0.12937691412795438,12.34,45.0,False,False,False,False,False,False
23632,PGC023632,-0.12359501554252095,14.78,53.0,False,False,False,False,False,False
23940,IC0510,-0.006149269399613466,13.319999999999999,53.0,False,False,False,False,False,False
23643,UGC04395,-0.18613277963084673,13.7,90.0,False,False,False,False,False,False
23646,IC2361,-0.13541661196948152,12.760000000000002,80.0,False,False,False,False,False,False
23660,UGC04393,-0.3443561074386974,12.6,49.0,False,False,False,False,True,True
23661,UGC04400,-0.16958622665080902,14.73,90.0,False,False,False,False,False,False
23662,UGC04399,-0.12141613361870984,13.82,76.0,False,False,False,False,False,False
23663,PGC023663,0.04992508079312863,13.52,78.0,False,False,False,False,False,False
23668,UGC04403,-0.008716989866242475,14.5,77.0,False,False,False,False,False,False
23669,PGC023669,-0.05246152161710249,13.639999999999999,73.0,False,False,False,False,False,False
23671,PGC023671,0.040731872775277456,14.64,85.0,False,False,False,False,False,False
23676,PGC023676,0.0240111078899794,13.89,88.0,False,False,False,False,False,False
23678,IC2369,0.07004613718701913,14.01,81.0,False,False,False,False,False,False
23689,UGC04407,0.11497448216015016,13.79,81.0,False,False,False,False,False,False
23705,UGC04416,0.12646046613678186,12.219999999999999,63.0,False,False,False,False,False,False
23707,UGC04418,-0.30566848169476035,14.36,70.0,False,False,False,False,False,False
23709,PGC023709,-0.011452936075081244,13.99,82.0,False,False,False,False,False,False
23714,NGC2596,0.15169579120539556,12.52,71.0,False,False,False,False,False,False
23725,NGC2595,0.1597175201630936,11.52,45.0,False,False,False,False,False,False
23729,PGC023729,-0.25885515801015035,14.979999999999999,87.0,False,False,False,False,False,False
23734,PGC023734,-0.20620044596925569,14.690000000000001,52.0,False,False,False,False,False,False
23741,UGC04415,-0.2473130314841674,14.15,52.0,False,False,False,False,False,False
23748,UGC04424,-0.19144475194068988,14.889999999999999,86.0,False,False,False,False,False,False
23753,UGC04425,-0.06531802106886575,13.370000000000001,69.0,False,False,False,False,False,False
23757,PGC023757,-0.21113905992367643,15.01,86.0,False,False,False,False,False,False
23812,UGC04427,0.19071510894671162,13.34,70.0,False,False,False,False,False,False
23816,UGC04439,-0.10509217178024466,13.68,60.0,False,False,False,False,False,False
23830,UGC04440,0.1444511186902191,14.07,58.0,False,False,False,False,False,False
23852,UGC04444,-0.1668201695878011,13.09,53.0,False,False,False,False,False,False
23862,PGC023862,-0.38717463048365586,15.18,73.0,False,False,False,False,False,False
23869,PGC023869,-0.2619538968712045,15.63,90.0,False,False,False,False,False,False
23878,UGC04446,0.01593999390245049,13.62,89.0,False,False,False,False,False,False
23910,UGC04450,-0.14231836882437632,14.129999999999999,85.0,False,False,False,False,False,False
23978,UGC04464,-0.0458279134574755,13.61,84.0,False,False,False,False,False,False
23995,PGC023995,0.11174327578069487,13.3,72.0,False,False,False,False,False,False
24012,PGC024012,-0.18044721714845435,13.94,58.0,False,False,False,False,False,False
24024,PGC024024,0.1392271506457976,12.61,71.0,False,False,False,False,False,False
24056,PGC024056,-0.19658435331778445,14.54,84.0,False,False,False,False,False,False
24104,UGC04482,-0.31010298852423235,14.719999999999999,79.0,False,False,False,False,False,False
24111,NGC2608,-0.10470699315284371,11.42,56.0,True,False,False,False,True,True
24121,NGC2611,-0.017730312392749692,13.270000000000001,79.0,False,False,False,False,False,False
24126,PGC024126,-0.12218046835189034,13.95,72.0,False,False,False,False,False,False
24152,UGC04491,0.10935328567981673,11.86,73.0,False,False,False,False,False,False
24156,NGC2618,0.25770388388926513,11.459999999999999,49.0,False,False,False,False,False,False
24160,UGC04505,0.029092774536384258,12.83,80.0,False,False,False,False,False,False
24169,PGC024169,-0.045917785384928855,14.450000000000001,71.0,False,False,False,False,False,False
24193,PGC024193,-0.07364528514925972,15.37,79.0,False,False,False,False,False,False
24204,UGC04496,0.17878302011852876,13.690000000000001,88.0,False,False,False,False,False,False
24233,NGC2620,0.30805225104741973,12.34,80.0,False,False,False,False,False,False
24235,NGC2619,0.18198260787218068,11.700000000000001,53.0,False,False,False,False,False,False
24244,UGC04504,-0.11245013805334292,13.78,58.0,False,False,False,False,False,False
24251,PGC024251,0.021478966981129055,13.85,78.0,False,False,False,False,False,False
24299,IC2387,0.08210863213538255,13.08,70.0,False,False,False,False,False,False
24301,PGC024301,-0.10351224607628184,14.85,62.0,False,False,False,False,False,False
24348,UGC04512,0.1406523777732671,13.17,62.0,False,False,False,False,False,False
24351,UGC04514,-0.30965536861107124,12.74,74.0,False,False,False,False,True,True
24372,UGC04515,0.12182794773967665,12.61,63.0,False,False,False,False,False,False
24374,UGC04524,-0.31789177097681254,14.290000000000001,88.0,False,False,False,False,False,False
24394,PGC024394,0.001654855925001364,13.85,87.0,False,False,False,False,False,False
24400,UGC04526,0.024075218353851735,12.99,82.0,False,False,False,False,False,False
24425,NGC2644,-0.16223598008809503,12.07,72.0,False,False,False,False,True,True
24431,UGC04532,-0.13071799239908577,14.16,89.0,False,False,False,False,False,False
24467,PGC024467,-0.11695995924981384,14.41,70.0,False,False,False,False,False,False
24470,UGC04537,-0.2569619513137056,15.629999999999999,90.0,False,False,False,False,False,False
24485,UGC04548,0.047317334520001086,13.489999999999998,83.0,False,False,False,False,False,False
24490,UGC04550,-0.06863623584101264,12.36,90.0,False,False,False,False,False,False
24492,UGC04552,0.2371121113403616,13.530000000000001,62.0,False,False,False,False,False,False
24495,PGC024495,0.06650621987017669,13.69,75.0,False,False,False,False,False,False
24499,UGC04553,0.09951777954032437,13.180000000000001,71.0,False,False,False,False,False,False
24509,UGC04554,-0.1186031129598315,14.35,80.0,False,False,False,False,False,False
24515,PGC024515,0.1702409098410418,13.1,77.0,False,False,False,False,False,False
24530,UGC04559,0.03682308364994524,11.709999999999999,88.0,False,False,False,False,False,False
24548,UGC04565,-0.16749538989362334,14.9,89.0,False,False,False,False,False,False
24557,PGC024557,-0.1621814671494648,14.77,81.0,False,False,False,False,False,False
24566,UGC04567,-0.1411689408585728,14.2,80.0,False,False,False,False,False,False
24567,UGC04568,-0.1944182915612771,13.23,84.0,False,False,False,False,False,False
24573,UGC04571,-0.24016022241621737,14.75,72.0,False,False,False,False,False,False
24575,UGC04562,0.03818768421143881,13.65,61.0,False,False,False,False,False,False
24591,PGC024591,-0.20644896408611624,14.950000000000001,53.0,False,False,False,False,False,False
24621,UGC04575,0.2655646167486476,13.94,75.0,False,False,False,False,False,False
24629,UGC04582,-0.07697322849818677,14.270000000000001,79.0,False,False,False,False,False,False
24631,PGC024631,-0.09909310833082507,14.65,71.0,False,False,False,False,False,False
24643,PGC024643,-0.25641812956145627,14.15,79.0,False,False,False,False,False,False
24656,UGC04588,-0.07405915322283585,13.75,86.0,False,False,False,False,False,False
24698,UGC04597,0.03156174443329407,13.56,63.0,False,False,False,False,False,False
24726,IC2407,0.10639366278990803,13.25,83.0,False,False,False,False,False,False
24737,PGC024737,-0.05913273074771208,13.41,60.0,False,False,False,False,False,False
24752,PGC024752,-0.06427461047069905,14.350000000000001,63.0,False,False,False,False,False,False
24771,UGC04611,0.09212381717259666,13.54,86.0,False,False,False,False,False,False
24784,NGC2654,0.12637166110777098,10.37,86.0,False,False,False,False,True,False
24796,UGC04617,0.07706498801276718,13.92,74.0,False,False,False,False,False,False
24829,UGC04621,-0.07708322989042093,12.47,64.0,False,False,False,False,False,False
24830,UGC04625,0.12013605497375757,13.56,90.0,False,False,False,False,False,False
24839,UGC04624,0.11635793755798662,13.74,62.0,False,False,False,False,False,False
24871,PGC024871,-0.18021256419962217,14.13,59.0,False,False,False,False,False,False
24887,UGC04628,-0.4740985410279799,13.6,87.0,False,False,False,False,True,True
24893,UGC04640,0.03233868466159917,12.2,72.0,False,False,False,False,False,False
24895,UGC04636,0.01450441272589531,14.16,80.0,False,False,False,False,False,False
24910,PGC024910,-0.16947398155617233,14.35,65.0,False,False,False,False,False,False
24930,NGC2683,0.13106537308522004,8.53,85.0,True,False,False,False,True,True
24948,IC0523,0.10280136182455601,13.51,53.0,False,False,False,False,False,False
24960,UGC04655,-0.07018156980682067,14.39,89.0,False,False,False,False,False,False
24977,PGC024977,0.03826862606004999,13.87,65.0,False,False,False,False,False,False
24980,UGC04656,0.053154778322752616,13.59,81.0,False,False,False,False,False,False
24982,UGC04657,-0.06757702569491553,13.659999999999998,86.0,False,False,False,False,False,False
24991,PGC024991,0.02827382196524031,14.42,75.0,False,False,False,False,False,False
24994,PGC024994,0.16181761914034443,14.709999999999999,65.0,False,False,False,False,False,False
25000,PGC025000,0.0240111078899794,14.229999999999999,88.0,False,False,False,False,False,False
25012,UGC04659,-0.24439452982009868,13.84,75.0,False,False,False,False,False,False
25077,PGC025077,-0.264206912014036,13.99,88.0,False,False,False,False,False,False
25083,PGC025083,-0.08375464471879646,14.9,72.0,False,False,False,False,False,False
25102,NGC2706,-0.014740765373011833,11.91,84.0,False,False,False,False,False,False
25111,PGC025111,-0.02760027048524627,13.83,53.0,False,False,False,False,False,False
25113,UGC04677,-0.10265182183032451,13.69,59.0,False,False,False,False,False,False
25145,UGC04685,0.0032363029572923807,12.75,72.0,False,False,False,False,False,False
25161,NGC2713,0.3110943333742271,10.62,73.0,False,False,False,False,False,False
25180,PGC025180,-0.10682035246624277,14.06,56.0,False,False,False,False,False,False
25181,UGC04694,-0.09550214847556582,14.83,52.0,False,False,False,False,False,False
25210,UGC04698,0.3150459952365212,12.379999999999999,65.0,False,False,False,False,False,False
25232,UGC04704,-0.4507819773298185,13.21,90.0,False,False,False,False,True,False
25235,UGC04696,-0.193589420407279,14.17,86.0,False,False,False,False,False,False
25237,NGC2701,-0.01813424319140955,11.68,52.0,False,False,False,False,False,False
25245,UGC04712,-0.3366105390039431,14.81,79.0,False,False,False,False,False,False
25248,NGC2712,0.03156174443329407,11.270000000000001,63.0,False,False,False,False,True,True
25258,NGC2710,-0.04407033421671347,12.35,67.0,False,False,False,False,False,False
25292,UGC04722,-0.38546105398591335,13.76,87.0,False,False,False,False,True,False
25293,PGC025293,0.23962984919783548,13.870000000000001,77.0,False,False,False,False,False,False
25301,UGC04724,-0.31431313494206403,13.959999999999999,78.0,False,False,False,False,False,False
25305,UGC04717,0.01839547683803122,13.42,65.0,False,False,False,False,False,False
25308,UGC04719,0.18511000272282718,11.84,88.0,False,False,False,False,False,False
25318,UGC04725,-0.3894102897007512,15.19,90.0,False,False,False,False,False,False
25331,NGC2724,-0.06212299104051233,13.41,51.0,False,False,False,False,False,False
25336,PGC025336,-0.015634010462442394,14.0,89.0,False,False,False,False,False,False
25341,UGC04733,0.030265848393853823,14.489999999999998,89.0,False,False,False,False,False,False
25344,IC0525,0.005067155553333702,13.45,81.0,False,False,False,False,False,False
25360,NGC2728,0.05665543686296903,13.64,51.0,False,False,False,False,False,False
25363,PGC025363,-0.19920826121409263,14.71,71.0,False,False,False,False,False,False
25366,PGC025366,0.2295470125431076,14.860000000000001,63.0,False,False,False,False,False,False
25369,UGC04727,-0.23728426919115542,14.729999999999999,88.0,False,False,False,False,False,False
25376,NGC2731,-0.2540886478863462,12.549999999999999,59.0,False,False,False,False,True,True
25401,IC0526,0.016463071000468066,13.63,62.0,False,False,False,False,False,False
25405,UGC04745,0.0011768726513476935,13.81,82.0,False,False,False,False,False,False
25406,UGC04746,0.027782441555372017,13.479999999999999,64.0,False,False,False,False,False,False
25421,PGC025421,-0.3031104589773119,14.21,52.0,False,False,False,False,False,False
25423,IC2428,0.006439335152681469,12.75,81.0,False,False,False,False,False,False
25430,PGC025430,-0.05575464194898716,14.61,77.0,False,False,False,False,False,False
25463,PGC025463,-0.05401876513967263,14.19,80.0,False,False,False,False,False,False
25472,UGC04753,-0.3068092514547667,13.53,89.0,False,False,False,False,False,False
25489,UGC04758,0.2564248781341516,13.280000000000001,58.0,False,False,False,False,False,False
25496,NGC2743,-0.1273598606167532,12.81,49.0,False,False,False,False,False,False
25498,NGC2726,0.07324367242786245,12.21,72.0,False,False,False,False,False,False
25506,UGC04768,0.10985905030363474,14.07,88.0,False,False,False,False,False,False
25512,UGC04764,-0.23821425009619368,14.13,51.0,False,False,False,False,False,False
25523,NGC2752,0.3278117687860571,12.170000000000002,84.0,False,False,False,False,False,False
25535,UGC04773,0.009075661014497083,12.559999999999999,80.0,False,False,False,False,False,False
25556,UGC04781,-0.3458185407907668,14.1,79.0,False,False,False,False,False,False
25562,UGC04777,-0.2653481156253452,13.61,85.0,False,False,False,False,False,False
25640,NGC2742,0.0011846730615774348,10.72,64.0,False,False,False,False,True,True
25644,UGC04787,-0.38740995741720186,13.18,81.0,False,False,False,False,True,True
25673,UGC04792,0.04837029909507251,13.52,87.0,False,False,False,False,False,False
25677,UGC04793,-0.1935887989618581,14.23,64.0,False,False,False,False,False,False
25678,PGC025678,0.04907205913405033,13.709999999999999,52.0,False,False,False,False,False,False
25735,NGC2766,0.11643556698295132,12.78,69.0,False,False,False,False,False,False
25757,NGC2756,0.1682059760539154,11.9,51.0,False,False,False,False,False,False
25774,PGC025774,0.1175592273301076,13.66,69.0,False,False,False,False,False,False
25776,PGC025776,0.14787973655974396,14.05,53.0,False,False,False,False,False,False
25780,UGC04809,-0.1829512050804185,13.64,70.0,False,False,False,False,False,False
25781,UGC04800,-0.1136257796132023,13.29,74.0,False,False,False,False,False,False
25783,IC0528,0.07834593625347352,12.86,66.0,False,False,False,False,False,False
25806,NGC2770,0.012022725986687632,11.2,78.0,False,False,False,False,True,True
25892,UGC04827,0.14002348102727868,13.17,78.0,False,False,False,False,False,False
25895,UGC04828,0.1532125137753435,13.29,90.0,False,False,False,False,False,False
25910,UGC04824,-0.1095360929895044,12.65,80.0,False,False,False,False,False,False
25919,UGC04834,-0.4097604098733023,14.76,52.0,False,False,False,False,False,False
25923,UGC04839,0.11384163380335277,13.52,82.0,False,False,False,False,False,False
25925,PGC025925,-0.06988588514766914,14.85,65.0,False,False,False,False,False,False
25929,PGC025929,0.036986356752373606,13.7,74.0,False,False,False,False,False,False
25940,UGC04837,-0.4462938609132707,13.59,59.0,False,False,False,False,True,True
25956,UGC04845,-0.14041906977523233,13.24,77.0,False,False,False,False,False,False
25959,PGC025959,0.015087561823682982,14.42,52.0,False,False,False,False,False,False
25976,UGC04844,-0.053840193204328646,12.71,50.0,False,False,False,False,False,False
25986,UGC04857,-0.1307061266246956,13.7,68.0,False,False,False,False,False,False
25996,UGC04858,-0.3591056461989237,14.45,52.0,False,False,False,False,False,False
26002,IC2446,0.3024881979874219,12.42,74.0,False,False,False,False,False,False
26014,PGC026014,-0.22291774077670645,14.610000000000001,73.0,False,False,False,False,False,False
26024,PGC026024,-0.08579340155258919,13.86,61.0,False,False,False,False,False,False
26064,PGC026064,-0.007481551587883661,14.09,81.0,False,False,False,False,False,False
26070,PGC026070,0.15087113332666302,13.07,67.0,False,False,False,False,False,False
26079,PGC026079,0.13567254109151383,14.440000000000001,61.0,False,False,False,False,False,False
26082,UGC04870,-0.06996636023316327,12.53,72.0,False,False,False,False,False,False
26083,UGC04871,-0.3760758034348801,14.51,70.0,False,False,False,False,False,False
26086,UGC04872,0.13102346873227377,13.14,87.0,False,False,False,False,False,False
26101,IC0530,0.18662131031051699,12.04,81.0,False,False,False,False,False,False
26108,UGC04878,-0.36484177810419727,15.0,79.0,False,False,False,False,False,False
26127,UGC04884,0.1831069624405015,13.26,54.0,False,False,False,False,False,False
26150,UGC04890,-0.16568902515935102,14.19,60.0,False,False,False,False,False,False
26173,UGC04900,-0.04622980856840453,13.84,54.0,False,False,False,False,False,False
26188,PGC026188,-0.23542088081343993,14.16,66.0,False,False,False,False,False,False
26190,PGC026190,-0.007630032488355365,14.139999999999999,80.0,False,False,False,False,False,False
26194,PGC026194,-0.12273071905886201,14.43,79.0,False,False,False,False,False,False
26197,UGC04895,0.16061103946284216,12.950000000000001,74.0,False,False,False,False,False,False
26246,UGC04906,0.0633520746025722,11.229999999999999,86.0,False,False,False,False,False,False
26258,IC0531,0.03812745807231943,12.81,80.0,False,False,False,False,False,False
26270,PGC026270,0.2099399191487259,13.97,80.0,False,False,False,False,False,False
26286,PGC026286,-0.03421890117472781,14.739999999999998,66.0,False,False,False,False,False,False
26287,UGC04925,-0.19890385414524747,14.48,89.0,False,False,False,False,False,False
26291,PGC026291,0.100844320204593,14.17,82.0,False,False,False,False,False,False
26294,UGC04921,-0.2089061784913846,14.6,86.0,False,False,False,False,False,False
26304,UGC04922,-0.09182648775108726,12.79,62.0,False,False,False,False,False,False
26317,PGC026317,-0.17528812400717397,14.51,80.0,False,False,False,False,False,False
26343,PGC026343,0.03137504924426526,14.57,54.0,False,False,False,False,False,False
26355,PGC026355,-0.02799677701483505,14.69,74.0,False,False,False,False,False,False
26357,UGC04946,0.1437973306513265,13.79,52.0,False,False,False,False,False,False
26390,IC2461,0.06466606425208932,11.91,90.0,False,False,False,False,False,False
26393,PGC026393,-0.12700893110224465,15.280000000000001,75.0,False,False,False,False,False,False
26397,UGC04949,0.09795982700392702,13.47,88.0,False,False,False,False,False,False
26407,UGC04957,0.07870536015884388,13.66,89.0,False,False,False,False,False,False
26409,UGC04955,-0.11754421785801572,15.09,56.0,False,False,False,False,False,False
26412,UGC04953,-0.23568138743679246,14.97,82.0,False,False,False,False,False,False
26420,PGC026420,0.05928218132478413,14.01,57.0,False,False,False,False,False,False
26426,PGC026426,0.06471080081993286,13.64,73.0,False,False,False,False,False,False
26443,UGC04964,-0.04774725569633809,14.33,80.0,False,False,False,False,False,False
26450,PGC026450,-0.013109846689757454,14.26,59.0,False,False,False,False,False,False
26457,UGC04958,0.177737857046516,12.93,76.0,False,False,False,False,False,False
26461,UGC04965,0.11921835430461725,13.44,74.0,False,False,False,False,False,False
26471,IC0534,-0.11076776544469613,13.299999999999999,89.0,False,False,False,False,False,False
26481,PGC026481,-0.03938674229282402,14.32,82.0,False,False,False,False,False,False
26495,UGC04970,-0.14775133169786603,13.47,89.0,False,False,False,False,False,False
26498,NGC2820,-0.006974969894747662,11.51,88.0,False,False,False,False,True,False
26510,UGC04977,-0.046842561386025494,14.25,72.0,False,False,False,False,False,False
26512,NGC2841,0.30216996903411575,8.340000000000002,69.0,True,False,False,False,True,True
26523,PGC026523,-0.130568911657857,14.950000000000001,78.0,False,False,False,False,False,False
26542,UGC04985,0.25527318109549624,12.6,66.0,False,False,False,False,False,False
26563,UGC04982,-0.05519149810029056,12.78,75.0,False,False,False,False,False,False
26568,UGC04993,-0.13065911891198256,14.39,74.0,False,False,False,False,False,False
26570,PGC026570,-0.26124349608088915,14.1,62.0,False,False,False,False,False,False
26576,UGC04996,-0.12648787649849025,13.6,73.0,False,False,False,False,False,False
26606,UGC04994,0.19841513054472815,12.770000000000001,68.0,False,False,False,False,False,False
26620,PGC026620,-0.025178751407430866,14.5,61.0,False,False,False,False,False,False
26625,UGC04992,-0.046615509762190754,13.25,89.0,False,False,False,False,False,False
26627,PGC026627,-0.0032841173346942476,14.74,69.0,False,False,False,False,False,False
26636,PGC026636,0.16816721264308176,14.219999999999999,63.0,False,False,False,False,False,False
26690,NGC2862,0.26730863566812246,11.26,84.0,False,False,False,False,False,False
26715,PGC026715,-0.05224637495053086,14.86,87.0,False,False,False,False,False,False
26721,UGC05017,-0.1380075229039921,14.0,88.0,False,False,False,False,False,False
26727,UGC05014,-0.2695510786217259,15.47,90.0,False,False,False,False,False,False
26740,NGC2874,0.11493929397098945,11.26,75.0,False,False,False,False,False,False
26750,UGC05023,-0.17039450643919496,13.41,51.0,False,False,False,False,False,False
26752,UGC05020,-0.2285810470188534,13.38,82.0,False,False,False,False,False,False
26762,UGC05027,-0.1395689239528619,14.25,87.0,False,False,False,False,False,False
26765,PGC026765,0.062149029685937496,13.19,71.0,False,False,False,False,False,False
26774,PGC026774,-0.027061881368706242,13.91,75.0,False,False,False,False,False,False
26781,NGC2882,-0.02738161316933896,11.97,70.0,False,False,False,False,False,False
26813,PGC026813,0.11549759585857,13.52,85.0,False,False,False,False,False,False
26815,UGC05039,0.036970123808649724,14.0,79.0,False,False,False,False,False,False
26826,IC2481,-0.012034033088041518,13.309999999999999,56.0,False,False,False,False,False,False
26852,UGC05041,0.062465479442479044,13.66,74.0,False,False,False,False,False,False
26856,NGC2870,0.03464041303910026,12.07,78.0,False,False,False,False,False,False
26869,UGC05046,-0.2732433709298805,12.77,80.0,False,False,False,False,True,True
26871,UGC05033,-0.08169870868025475,14.149999999999999,90.0,False,False,False,False,False,False
26899,UGC05047,-0.5220117536327373,14.07,88.0,False,False,False,False,True,False
26903,UGC05049,-0.02864213875028998,12.55,89.0,False,False,False,False,False,False
26906,PGC026906,0.1561250644294745,14.42,62.0,False,False,False,False,False,False
26932,NGC2894,0.11285828148148624,11.17,72.0,False,False,False,False,False,False
26936,PGC026936,-0.25528703392002816,14.75,73.0,False,False,False,False,False,False
26953,PGC026953,-0.3138534697605757,15.2,72.0,False,False,False,False,False,False
26966,IC2487,0.07367490718912473,12.32,80.0,False,False,False,False,False,False
26968,IC0540,-0.04455954628424008,12.24,87.0,False,False,False,False,False,False
26978,PGC026978,0.06209914351617796,13.860000000000001,76.0,False,False,False,False,False,False
26982,IC2486,0.14080990283533978,13.43,48.0,False,False,False,False,False,False
26989,PGC026989,0.08287349492348683,14.24,63.0,False,False,False,False,False,False
27005,PGC027005,0.08867011323659169,13.98,46.0,False,False,False,False,False,False
27009,PGC027009,-0.008337622915766119,13.770000000000001,76.0,False,False,False,False,False,False
27023,UGC05070,-0.07576259902595295,13.03,73.0,False,False,False,False,False,False
27059,UGC05078,-0.24466134470592227,15.17,89.0,False,False,False,False,False,False
27074,NGC2906,0.09585110509813921,11.49,59.0,False,False,False,False,False,False
