cap,x,time_tau,master_open,predicted_open,error,normalization_error,upper_tail
120,0.3,3.0,0.703935053280471,0.7039350532804779,-6.8833827526759706e-15,-1.1324274851176597e-14,4.152205804275614e-261
120,0.3,5.0,0.7358266267748196,0.7358266267748077,1.1879386363489175e-14,1.3988810110276972e-14,7.340142884800025e-262
120,1.0,0.1,0.03500835747336277,0.03500835747336277,0.0,0.0,5.976037024649231e-198
120,1.0,0.5,0.14474928102301243,0.1447492810230125,-5.551115123125783e-17,-7.771561172376096e-16,4.023987677339266e-198
120,1.0,1.0,0.23254415793482955,0.23254415793482963,-8.326672684688674e-17,-1.1102230246251565e-15,2.4623101722289632e-198
120,1.0,3.0,0.34956380228270617,0.34956380228270817,-1.9984014443252818e-15,-4.551914400963142e-15,3.807884176322091e-199
120,1.0,5.0,0.36540068899477596,0.36540068899477596,0.0,-1.2212453270876722e-15,9.908508141069147e-200
120,3.0,0.1,0.004737865974306134,0.0047378659743061375,-3.469446951953614e-18,-2.220446049250313e-16,4.852335210681245e-142
120,3.0,0.5,0.01958968494554545,0.019589684945545444,6.938893903907228e-18,-1.3322676295501878e-15,3.29671014919979e-142
120,3.0,1.0,0.03147142947912979,0.031471429479129766,2.0816681711721685e-17,-2.55351295663786e-15,2.0521798197762096e-142
120,3.0,3.0,0.04730831619119795,0.04730831619119759,3.608224830031759e-16,3.9968028886505635e-15,3.9337577958631823e-143
120,3.0,5.0,0.04945160573996123,0.049451605739961435,-2.0816681711721685e-16,-5.995204332975845e-15,1.6888106497318132e-143
120,5.0,0.1,0.0006412004335698314,0.0006412004335698309,4.336808689942018e-19,-2.220446049250313e-16,1.6521780540382283e-116
120,5.0,0.5,0.0026511755606213982,0.0026511755606214,-1.734723475976807e-18,-4.440892098500626e-16,1.13247001806939e-116
120,5.0,1.0,0.004259194822419102,0.0042591948224191085,-6.938893903907228e-18,-9.992007221626409e-16,7.166934975141425e-117
120,5.0,3.0,0.006402484371182905,0.006402484371182955,-5.0306980803327406e-17,-8.770761894538737e-15,1.6251514138474218e-117
120,5.0,5.0,0.006692547069322847,0.006692547069322982,-1.3530843112619095e-16,-1.787459069646502e-14,8.751525659436763e-118
120,10.0,0.1,4.320374537184136e-06,4.320374537184144e-06,-7.623296525288703e-21,-5.551115123125783e-16,7.428020142862483e-83
120,10.0,0.5,1.7863480412737652e-05,1.7863480412737696e-05,-4.404571325722362e-20,-4.440892098500626e-16,5.2028950144779276e-83
120,10.0,1.0,2.8698228972239114e-05,2.8698228972239195e-05,-8.131516293641283e-20,-1.1102230246251565e-15,3.422752831647991e-83
120,10.0,3.0,4.313960035550349e-05,4.3139600355503797e-05,-3.049318610115481e-19,-6.439293542825908e-15,1.0500448508321847e-83
120,10.0,5.0,4.509402744198293e-05,4.509402744198303e-05,-1.0164395367051604e-19,1.3322676295501878e-15,7.289337442107065e-84
