source_n,layers,R,T,x,y,z,potential,ax,ay,az
8,512,1.0,0.25,3.0,0.0,0.0,-0.3359298464546038,-0.11374208099604964,-9.357784206369543e-05,1.9852334701272664e-23
8,512,3.0,0.05,0.1,0.0,0.0,-0.6859959528431071,-0.0423983733811342,-0.010798190820464217,0.0
8,512,3.0,0.05,1.0,0.0,0.0,-0.5496502936375744,-0.14050251085429122,-0.06404165354424489,0.0
8,512,3.0,0.05,1.0,0.0,1.0,-0.468451291173377,-0.06642016710003286,-0.010289854821557115,-0.09959554735998528
8,512,3.0,0.05,0.0,1.0,1.0,-0.4708684431681064,-0.0088362409637107,-0.06644787098655469,-0.099384318573359
8,512,3.0,0.05,3.0,0.0,0.0,-0.35875553759332934,-0.13321946095846243,-0.014009000343867652,0.0
8,512,3.0,0.1,0.1,0.0,0.0,-0.6698917615067737,-0.04559086977084514,-0.04118122796828924,1.6263032587282567e-19
8,512,3.0,0.1,1.0,0.0,0.0,-0.5598215332962699,-0.14855728224824175,-0.0198770583646753,2.168404344971009e-19
8,512,3.0,0.1,1.0,0.0,1.0,-0.46896881174945015,-0.06631553077889002,0.0015561079320642445,-0.10876017712707498
8,512,3.0,0.1,0.0,1.0,1.0,-0.4810454001222173,-0.007737814686364936,-0.05511126383080358,-0.10812732044142968
8,512,3.0,0.1,3.0,0.0,0.0,-0.350810316165054,-0.13092764663941658,0.002039820941544449,0.0
8,512,3.0,0.25,0.1,0.0,0.0,-0.6766635040142677,-0.02289853716838351,-0.017675485142213357,0.0
8,512,3.0,0.25,1.0,0.0,0.0,-0.5900252748728749,-0.13742186190122502,-0.023644951295724696,0.0
8,512,3.0,0.25,1.0,0.0,1.0,-0.5017800881544734,-0.07517473395820518,-0.0029233386988584214,-0.11756678391284002
8,512,3.0,0.25,0.0,1.0,1.0,-0.5044539849412406,-0.00832226926962697,-0.06593405074096761,-0.11716366679495983
8,512,3.0,0.25,3.0,0.0,0.0,-0.3533135307652693,-0.13303067384716633,0.0009497527445805787,0.0
